date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:52:32	7442/7442	---M-Z	200	added ('OK')	text/css	etag:%221d12-63a2b562-182e09ee7e4ddef1;gz%22	https://wbify.com/wp-content/plugins/jetwidgets-for-elementor/assets/css/jet-widgets-skin.css?ver=1.0.12	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/jetwidgets-for-elementor/assets/css/jet-widgets-skin0718.css	(from https://wbify.com/)
22:52:33	6297/6297	---M-Z	200	added ('OK')	text/css	etag:%221899-63a2b562-b6a6b3cb00a3f7e7;gz%22	https://wbify.com/wp-content/plugins/jetwidgets-for-elementor/assets/css/lib/juxtapose/juxtapose.css?ver=1.3.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/jetwidgets-for-elementor/assets/css/lib/juxtapose/juxtapose6f3e.css	(from https://wbify.com/)
22:52:33	19363/19363	---M-Z	200	added ('OK')	text/css	etag:%224ba3-63eb0f13-90ce803539591df3;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://wbify.com/)
22:52:33	12876/12876	---M-Z	200	added ('OK')	text/css	etag:%22324c-63eb0f13-1e7ca18e2511365a;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://wbify.com/)
22:52:34	8777/8777	---M-Z	200	added ('OK')	text/css	etag:%222249-63ebb77d-e7f6327b76db29cc;gz%22	https://wbify.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.minf416.css	(from https://wbify.com/)
22:52:34	60680/60680	---M-Z	200	added ('OK')	text/css	etag:%22ed08-63ebbae1-e6f3c4867db66632;gz%22	https://wbify.com/wp-content/uploads/elementor/css/post-9.css?ver=1676393185	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/elementor/css/post-96bb8.css	(from https://wbify.com/)
22:52:35	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-63eb0f13-c78c74801851ba27;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://wbify.com/)
22:52:35	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-63eb0f13-3c9271a6c424193f;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://wbify.com/)
22:52:36	89684/89684	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215e54-638438bc-e97ef4a669b44f4f;gz%22	https://wbify.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://wbify.com/)
22:52:36	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-638438bc-4c6e36dac3b45cee;gz%22	https://wbify.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://wbify.com/)
22:52:37	700/700	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c19d334c381fc9f8fa8010cb9efadf42%22	https://wbify.com/comments/feed/	C:/My%20Web%20Sites/wp1/wbify.com/comments/feed/index.html	(from https://wbify.com/)
22:52:37	194920/194920	---MCZ	200	added ('OK')	application/json	etag:%2217-1676397157;gz%22	https://wbify.com/wp-json/	C:/My%20Web%20Sites/wp1/wbify.com/wp-json/index.html	(from https://wbify.com/)
22:52:37	22448/22448	---MCZ	200	added ('OK')	application/rss+xml	etag:%22c19d334c381fc9f8fa8010cb9efadf42%22	https://wbify.com/feed/	C:/My%20Web%20Sites/wp1/wbify.com/feed/index.html	(from https://wbify.com/)
22:52:40	78412/78412	---M-Z	200	added ('OK')	application/json	etag:%2218-1676397159;gz%22	https://wbify.com/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/wp1/wbify.com/wp-json/wp/v2/pages/9.json	(from https://wbify.com/)
22:52:40	768/768	---M-Z	200	added ('OK')	text/xml	date:Tue,%2014%20Feb%202023%2017:52:40%20GMT	https://wbify.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/wp1/wbify.com/xmlrpc0db0.php	(from https://wbify.com/)
22:52:40	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-638438bc-70c6c2140fcebf94;gz%22	https://wbify.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/wlwmanifest.xml	(from https://wbify.com/)
22:52:41	2298/2298	---M-Z	200	added ('OK')	application/json	etag:%2219-1676397161;gz%22	https://wbify.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwbify.com%2F	C:/My%20Web%20Sites/wp1/wbify.com/wp-json/oembed/1.0/embedcd0d.json	(from https://wbify.com/)
22:52:41	2373/2373	---M-Z	200	added ('OK')	text/xml	etag:%2220-1676397161;gz%22	https://wbify.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwbify.com%2F&format=xml	C:/My%20Web%20Sites/wp1/wbify.com/wp-json/oembed/1.0/embedc2ad	(from https://wbify.com/)
22:52:42	692/692	---M--	200	added ('OK')	image/png	etag:%222b4-639a97a5-c72982664965634b;;;%22	https://wbify.com/wp-content/uploads/2022/12/diagram-v2.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/diagram-v2.png	(from https://wbify.com/)
22:52:43	95290/95290	---M--	200	added ('OK')	image/jpeg	etag:%221743a-63a2b9c2-f82cef1d134c2b96;;;%22	https://wbify.com/wp-content/uploads/2022/12/portrait-of-female-owner-of-fashion-store-checking-stock-in-clothing-store-with-digital-tablet-1024x682.jpg	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/portrait-of-female-owner-of-fashion-store-checking-stock-in-clothing-store-with-digital-tablet-1024x682.jpg	(from https://wbify.com/)
22:52:43	1188/1188	---M--	200	added ('OK')	image/png	etag:%224a4-639a97a7-45c37ddf07b172e9;;;%22	https://wbify.com/wp-content/uploads/2022/12/messages-2.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/messages-2.png	(from https://wbify.com/)
22:52:43	1225/1225	---M--	200	added ('OK')	image/png	etag:%224c9-639a97aa-c42dd304c7c3fb32;;;%22	https://wbify.com/wp-content/uploads/2022/12/like-shapes.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/like-shapes.png	(from https://wbify.com/)
22:52:45	515768/515768	---M--	200	added ('OK')	image/jpeg	etag:%227deb8-63a2b718-bc6fd833da4e12c1;;;%22	https://wbify.com/wp-content/uploads/2022/12/portrait-of-bike-mechanic-outside-store.jpg	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/portrait-of-bike-mechanic-outside-store.jpg	(from https://wbify.com/)
22:52:45	442296/442296	---M--	200	added ('OK')	image/jpeg	etag:%226bfb8-63a2b7f2-512f7c1fc6df386f;;;%22	https://wbify.com/wp-content/uploads/2022/12/online-store-of-christmas-goods.jpg	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/online-store-of-christmas-goods.jpg	(from https://wbify.com/)
22:52:46	7907/7907	---M--	200	added ('OK')	image/png	etag:%221ee3-639a97c2-f064155551acc607;;;%22	https://wbify.com/wp-content/uploads/2022/12/process-1.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/process-1.png	(from https://wbify.com/)
22:52:46	8571/8571	---M--	200	added ('OK')	image/png	etag:%22217b-639a97c3-d48912f377e2db3c;;;%22	https://wbify.com/wp-content/uploads/2022/12/process03.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/process03.png	(from https://wbify.com/)
22:52:46	8230/8230	---M--	200	added ('OK')	image/png	etag:%222026-639a97c5-76e56ab672b310bb;;;%22	https://wbify.com/wp-content/uploads/2022/12/process02.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/process02.png	(from https://wbify.com/)
22:52:47	309433/309433	---M--	200	added ('OK')	image/jpeg	etag:%224b8b9-63a2b89d-a4b9a1e74f34dbec;;;%22	https://wbify.com/wp-content/uploads/2022/12/female-seller-scanning-ecommerce-shipping-box-in-dropshipping-warehouse-.jpg	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/female-seller-scanning-ecommerce-shipping-box-in-dropshipping-warehouse-.jpg	(from https://wbify.com/)
22:52:47	8231/8231	---M--	200	added ('OK')	image/png	etag:%222027-639a97c8-95ef2de42f2351ed;;;%22	https://wbify.com/wp-content/uploads/2022/12/process01.png	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/uploads/2022/12/process01.png	(from https://wbify.com/)
22:52:47	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-63eb0f13-7bb1a7ea7f66c403;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/animations/animations.minf416.css	(from https://wbify.com/)
22:52:48	52688/52688	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:48%20GMT	https://wbify.com/classic-theme-styles.css	C:/My%20Web%20Sites/wp1/wbify.com/classic-theme-styles.css	(from https://wbify.com/)
22:52:49	52688/52688	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:48%20GMT	https://wbify.com/global-styles.css	C:/My%20Web%20Sites/wp1/wbify.com/global-styles.css	(from https://wbify.com/)
22:52:49	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:49%20GMT	https://wbify.com/hello-elementor.css	C:/My%20Web%20Sites/wp1/wbify.com/hello-elementor.css	(from https://wbify.com/)
22:52:50	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:50%20GMT	https://wbify.com/hello-elementor-theme-style.css	C:/My%20Web%20Sites/wp1/wbify.com/hello-elementor-theme-style.css	(from https://wbify.com/)
22:52:51	52688/52688	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:50%20GMT	https://wbify.com/elementor-post-49.css	C:/My%20Web%20Sites/wp1/wbify.com/elementor-post-49.css	(from https://wbify.com/)
22:52:51	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:51%20GMT	https://wbify.com/cherry-handler-css.css	C:/My%20Web%20Sites/wp1/wbify.com/cherry-handler-css.css	(from https://wbify.com/)
22:52:52	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:52%20GMT	https://wbify.com/jet-widgets.css	C:/My%20Web%20Sites/wp1/wbify.com/jet-widgets.css	(from https://wbify.com/)
22:52:53	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:53%20GMT	https://wbify.com/jet-widgets-skin.css	C:/My%20Web%20Sites/wp1/wbify.com/jet-widgets-skin.css	(from https://wbify.com/)
22:52:54	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:54%20GMT	https://wbify.com/jet-juxtapose-css.css	C:/My%20Web%20Sites/wp1/wbify.com/jet-juxtapose-css.css	(from https://wbify.com/)
22:52:55	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:55%20GMT	https://wbify.com/elementor-icons.css	C:/My%20Web%20Sites/wp1/wbify.com/elementor-icons.css	(from https://wbify.com/)
22:52:56	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:56%20GMT	https://wbify.com/elementor-frontend.css	C:/My%20Web%20Sites/wp1/wbify.com/elementor-frontend.css	(from https://wbify.com/)
22:52:57	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:56%20GMT	https://wbify.com/swiper.css	C:/My%20Web%20Sites/wp1/wbify.com/swiper.css	(from https://wbify.com/)
22:52:57	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:57%20GMT	https://wbify.com/elementor-pro.css	C:/My%20Web%20Sites/wp1/wbify.com/elementor-pro.css	(from https://wbify.com/)
22:52:59	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:58%20GMT	https://wbify.com/elementor-post-9.css	C:/My%20Web%20Sites/wp1/wbify.com/elementor-post-9.css	(from https://wbify.com/)
22:52:59	52688/52688	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:52:59%20GMT	https://wbify.com/google-fonts-1.css	C:/My%20Web%20Sites/wp1/wbify.com/google-fonts-1.css	(from https://wbify.com/)
22:53:00	52688/52688	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Feb%202023%2017:53:00%20GMT	https://wbify.com/hello-theme-frontend.js	C:/My%20Web%20Sites/wp1/wbify.com/hello-theme-frontend.js	(from https://wbify.com/)
22:53:00	994/994	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e2-63a2b562-327ffb8652bf4703;gz%22	https://wbify.com/wp-content/plugins/jetwidgets-for-elementor/cherry-framework/modules/cherry-js-core/assets/js/min/cherry-js-core.min.js?ver=1.5.11	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/jetwidgets-for-elementor/cherry-framework/modules/cherry-js-core/assets/js/min/cherry-js-core.min8c67.js	(from https://wbify.com/)
22:53:01	3164/3164	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c5c-63844ad7-e758832ab6df3fd6;gz%22	https://wbify.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://wbify.com/)
22:53:03	3443/3443	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d73-63a2b562-840f79a771d5866f;gz%22	https://wbify.com/wp-content/plugins/jetwidgets-for-elementor/cherry-framework/modules/cherry-handler/assets/js/min/cherry-handler.min.js?ver=1.5.11	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/jetwidgets-for-elementor/cherry-framework/modules/cherry-handler/assets/js/min/cherry-handler.min8c67.js	(from https://wbify.com/)
22:53:03	5414/5414	---M-Z	200	added ('OK')	application/x-javascript	etag:%221526-63ebb77c-d178605ef71bf481;gz%22	https://wbify.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minf416.js	(from https://wbify.com/)
22:53:03	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-63eb0f14-aeeb396cbfc448a6;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minf416.js	(from https://wbify.com/)
22:53:04	36460/36460	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e6c-63eb0f14-511e3d0f89e2452f;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/js/frontend-modules.minf416.js	(from https://wbify.com/)
22:53:05	6475/6475	---M-Z	200	added ('OK')	application/x-javascript	etag:%22194b-638438bc-44a3ba63cd566375;gz%22	https://wbify.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://wbify.com/)
22:53:05	17823/17823	---M-Z	200	added ('OK')	application/x-javascript	etag:%22459f-638438bc-3894911559578e99;gz%22	https://wbify.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://wbify.com/)
22:53:06	4910/4910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22132e-638438bc-71793376580e354c;gz%22	https://wbify.com/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/dist/hooks.min6c65.js	(from https://wbify.com/)
22:53:06	10230/10230	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227f6-638438bc-c4a8c118313b05f0;gz%22	https://wbify.com/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/dist/i18n.mine57b.js	(from https://wbify.com/)
22:53:07	22378/22378	---M-Z	200	added ('OK')	application/x-javascript	etag:%22576a-63ebb77c-6855a237f31c6032;gz%22	https://wbify.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor-pro/assets/js/frontend.minf416.js	(from https://wbify.com/)
22:53:07	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-63eb0f13-6a637660bc2833a1;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://wbify.com/)
22:53:07	21440/21440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253c0-638438bc-9a94afdf5a3793ce;gz%22	https://wbify.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/wp1/wbify.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://wbify.com/)
22:53:07	41883/41883	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a39b-63eb0f14-b16b77fc2192cf27;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/js/frontend.minf416.js	(from https://wbify.com/)
22:53:08	29601/29601	---M-Z	200	added ('OK')	application/x-javascript	etag:%2273a1-63ebb77c-cd558a796c84c8cb;gz%22	https://wbify.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.11.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minf416.js	(from https://wbify.com/)
22:53:09	14711/14711	---M-Z	200	added ('OK')	application/x-javascript	etag:%223977-63a2b562-2eefe56a71d4b4a3;gz%22	https://wbify.com/wp-content/plugins/jetwidgets-for-elementor/assets/js/jet-widgets.js?ver=1.0.12	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/jetwidgets-for-elementor/assets/js/jet-widgets0718.js	(from https://wbify.com/)
22:53:11	93868/93868	---M--	200	added ('OK')	font/woff2	etag:%2216eac-63eb0f13-140289eec653393f;;;%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:53:11	212956/212956	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233fdc-63eb0f13-f1dfdc7a9460e4b7;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:53:13	212796/212796	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2233f3c-63eb0f13-1c0c168783db68c2;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:53:13	114948/114948	---M--	200	added ('OK')	application/font-woff	etag:%221c104-63eb0f13-23cf05d473489ddc;;;%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:53:13	320312/320312	---M-Z	200	added ('OK')	image/svg+xml	etag:%224e338-63eb0f13-56b57f5be2033f12;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:53:15	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-63eb0f13-999da405da1a94ef;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:53:15	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-63eb0f13-f8e515cc163f3f28;;;%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:53:15	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-63eb0f13-999da405da1a94ef;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:53:16	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-63eb0f13-a808e22dc0589893;;;%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
22:53:16	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-63eb0f13-b6379360ea84962c;gz%22	https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/wp1/wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://wbify.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
